timestamp,game,piece,objective,interruption_in,interruption_out,interruption_type,interruption_begin_time,interruption_due_time
2023-10-19 12:01:22,1,0,0,0,0,none,0,0
2023-10-19 12:02:05,0,1,0,0,0,none,0,0
2023-10-19 12:02:21,0,1,0,0,0,none,0,0
2023-10-19 12:02:37,0,1,0,0,0,none,0,0
2023-10-19 12:02:53,0,1,0,0,0,none,0,0
2023-10-19 12:03:09,0,1,0,0,0,none,0,0
2023-10-19 12:03:25,0,1,0,0,0,none,0,0
2023-10-19 12:03:57,0,1,0,0,0,none,0,0
2023-10-19 12:04:13,0,1,0,0,0,none,0,0
2023-10-19 12:04:29,0,1,0,0,0,none,0,0
2023-10-19 12:04:33,0,0,1,0,0,none,0,0
2023-10-19 12:04:50,0,1,0,0,0,none,0,0
2023-10-19 12:05:36,0,-1,0,0,0,none,0,0
2023-10-19 12:05:39,0,1,0,0,0,none,0,0
2023-10-19 12:05:47,0,-1,0,0,0,none,0,0
2023-10-19 12:05:56,0,1,0,0,0,none,0,0
2023-10-19 12:06:15,0,1,0,0,0,none,0,0
2023-10-19 12:06:31,0,1,0,0,0,none,0,0
2023-10-19 12:07:13,0,-1,0,0,0,none,0,0
2023-10-19 12:07:19,0,1,0,0,0,none,0,0
2023-10-19 12:07:24,0,-1,0,0,0,none,0,0
2023-10-19 12:07:35,0,1,0,0,0,none,0,0
2023-10-19 12:07:35,0,-1,0,0,0,none,0,0
2023-10-19 12:07:38,0,0,1,0,0,none,0,0
2023-10-19 12:07:46,0,-1,0,0,0,none,0,0
2023-10-19 12:07:51,0,1,0,0,0,none,0,0
2023-10-19 12:07:57,0,-1,0,0,0,none,0,0
2023-10-19 12:08:16,0,1,0,0,0,none,0,0
2023-10-19 12:08:32,0,1,0,0,0,none,0,0
2023-10-19 12:08:48,0,1,0,0,0,none,0,0
2023-10-19 12:09:04,0,1,0,0,0,none,0,0
2023-10-19 12:09:20,0,1,0,0,0,none,0,0
2023-10-19 12:09:36,0,1,0,0,0,none,0,0
2023-10-19 12:09:52,0,1,0,0,0,none,0,0
2023-10-19 12:09:54,0,0,1,0,0,none,0,0
2023-10-19 12:10:15,0,1,0,0,0,none,0,0
2023-10-19 12:10:31,0,1,0,0,0,none,0,0
2023-10-19 12:10:47,0,1,0,0,0,none,0,0
2023-10-19 12:11:14,0,-1,0,0,0,none,0,0
2023-10-19 12:11:23,-1,0,0,0,0,none,0,0
