timestamp,game,piece,objective,interruption_in,interruption_out,interruption_type,interruption_begin_time,interruption_due_time
1698164316,1,0,0,0,0,none,0,0
1698164340,0,1,0,0,0,none,0,0
1698164356,0,1,0,0,0,none,0,0
1698164372,0,1,0,0,0,none,0,0
1698164397,0,1,0,0,0,none,0,0
1698164413,0,1,0,0,0,none,0,0
1698164419,0,0,0,1,0,question,1698164472,1698164536
1698164429,0,1,0,0,0,none,0,0
1698164445,0,1,0,0,0,none,0,0
1698164450,0,0,1,0,0,none,0,0
1698164462,0,1,0,0,0,none,0,0
1698164475,0,-1,0,0,0,none,0,0
1698164489,0,1,0,0,0,none,0,0
1698164496,0,0,0,0,1,question,1698164472,1698164536
1698164521,0,0,0,2,0,switches,0,1698164671
1698164524,0,1,0,0,0,none,0,0
1698164553,0,1,0,0,0,none,0,0
1698164570,0,1,0,0,0,none,0,0
1698164586,0,1,0,0,0,none,0,0
1698164593,0,0,1,0,0,none,0,0
1698164603,0,1,0,0,0,none,0,0
1698164620,0,1,0,0,0,none,0,0
1698164622,0,0,1,0,0,none,0,0
1698164623,0,0,0,3,0,question,1698164665,1698164723
1698164644,0,1,0,0,0,none,0,0
1698164660,0,1,0,0,0,none,0,0
1698164670,0,0,0,0,2,switches,0,1698164671
1698164673,0,-1,0,0,0,none,0,0
1698164673,0,-1,0,0,0,none,0,0
1698164676,0,1,0,0,0,none,0,0
1698164697,0,1,0,0,0,none,0,0
1698164714,0,1,0,0,0,none,0,0
1698164724,0,-1,0,0,0,none,0,0
1698164725,0,0,0,4,0,switches,0,1698164875
1698164730,0,1,0,0,0,none,0,0
1698164731,0,-1,0,0,0,none,0,0
1698164737,0,-1,0,0,0,none,0,0
1698164743,0,-1,0,0,0,none,0,0
1698164746,0,1,0,0,0,none,0,0
1698164749,0,-1,0,0,0,none,0,0
1698164755,0,-1,0,0,0,none,0,0
1698164761,0,-1,0,0,0,none,0,0
1698164762,0,1,0,0,0,none,0,0
1698164768,0,-1,0,0,0,none,0,0
1698164778,0,1,0,0,0,none,0,0
1698164780,0,-1,0,0,0,none,0,0
1698164827,0,0,0,5,0,question,1698164880,1698164966
1698164854,0,1,0,0,0,none,0,0
1698164858,0,-1,0,0,0,none,0,0
1698164870,0,1,0,0,0,none,0,0
1698164874,0,0,0,0,4,switches,0,1698164875
1698164877,0,-1,0,0,0,none,0,0
1698164889,0,0,0,0,3,question,1698164665,1698164723
1698164907,0,0,0,0,5,question,1698164880,1698164966
1698164917,-1,0,0,0,0,none,0,0
